r,t,y,val,solvedtm,region_name,tech_name
R16,P14414,2025,524712.9437257142,2026-05-13 13:38:49.789,Singapore,Unmet Load
R6,P14424,2025,1602.1300554895083,2026-05-13 13:38:49.789,Cambodia,Geothermal ORC
R16,P14446,2025,4476.458465122569,2026-05-13 13:38:49.789,Singapore,Solar CSP
R1,P14937,2025,1.6252051810130168,2026-05-13 13:38:49.789,Indonesia,SMR
R11,P14937,2025,2.7926021731856583,2026-05-13 13:38:49.789,Thailand,SMR
R16,P14937,2025,7081.949496893752,2026-05-13 13:38:49.789,Singapore,SMR
R17,P14937,2025,2.4596423425133205,2026-05-13 13:38:49.789,Malaysia,SMR
R6,P14937,2025,0.11152657874786553,2026-05-13 13:38:49.789,Cambodia,SMR
R16,P15321,2025,489.3326791131834,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle with CCS
R6,P15321,2025,97.86653582263668,2026-05-13 13:38:49.789,Cambodia,Gas Combined Cycle with CCS
R1,P16040,2025,11.681518517145358,2026-05-13 13:38:49.789,Indonesia,HVO Renewable Diesel
R11,P16040,2025,20.072440315969793,2026-05-13 13:38:49.789,Thailand,HVO Renewable Diesel
R17,P16040,2025,17.679218541325834,2026-05-13 13:38:49.789,Malaysia,HVO Renewable Diesel
R16,P16146,2025,7191.073772073051,2026-05-13 13:38:49.789,Singapore,H2 Fuel Cell
R16,P16756,2025,2406.798250710739,2026-05-13 13:38:49.789,Singapore,Solar PV Rooftop
R6,P16756,2025,175.3772990397416,2026-05-13 13:38:49.789,Cambodia,Solar PV Rooftop
R20,P23146,2025,3099.575099754102,2026-05-13 13:38:49.789,Timor Leste,POME Biodiesel
R15,P2544,2025,10689.654466468284,2026-05-13 13:38:49.789,Brunei,All Refineries
R17,P2544,2025,7270.00467305443,2026-05-13 13:38:49.789,Malaysia,All Refineries
R6,P2713,2025,147.10344373680527,2026-05-13 13:38:49.789,Cambodia,Wind Onshore
R6,P2724,2025,593.6854661952306,2026-05-13 13:38:49.789,Cambodia,Large Hydro
R6,P2824,2025,428.31862934844725,2026-05-13 13:38:49.789,Cambodia,Small Hydro
R15,P2831,2025,119.03914434755444,2026-05-13 13:38:49.789,Brunei,Gas Combined Cycle
R16,P2831,2025,1427.7287644948242,2026-05-13 13:38:49.789,Singapore,Gas Combined Cycle
R6,P2831,2025,214.15931467422362,2026-05-13 13:38:49.789,Cambodia,Gas Combined Cycle
R16,P2847,2025,2058.772963753506,2026-05-13 13:38:49.789,Singapore,Solar PV
R6,P2847,2025,300.03515385014947,2026-05-13 13:38:49.789,Cambodia,Solar PV
