tr,l,f,y,val,solvedtm,fuel_name,timeslice_name
T27,L11,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 11
T27,L11,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 11
T27,L11,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 11
T27,L6,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 6
T27,L6,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 6
T27,L6,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 6
T27,L33,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 9
T27,L33,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 9
T27,L33,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 9
T27,L42,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 18
T27,L42,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 18
T27,L42,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 18
T27,L24,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 24
T27,L24,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 24
T27,L24,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 24
T27,L39,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 15
T27,L39,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 15
T27,L39,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 15
T27,L36,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 12
T27,L36,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 12
T27,L36,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 12
T27,L30,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 6
T27,L30,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 6
T27,L30,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 6
T27,L44,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 20
T27,L44,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 20
T27,L44,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 20
T27,L34,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 10
T27,L34,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 10
T27,L34,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 10
T27,L1,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 1
T27,L1,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 1
T27,L1,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 1
T27,L37,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 13
T27,L37,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 13
T27,L37,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 13
T27,L21,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 21
T27,L21,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 21
T27,L21,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 21
T27,L2,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 2
T27,L2,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 2
T27,L2,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 2
T27,L26,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 2
T27,L26,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 2
T27,L26,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 2
T27,L17,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 17
T27,L17,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 17
T27,L17,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 17
T27,L31,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 7
T27,L31,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 7
T27,L31,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 7
T27,L32,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 8
T27,L32,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 8
T27,L32,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 8
T27,L28,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 4
T27,L28,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 4
T27,L28,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 4
T27,L43,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 19
T27,L43,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 19
T27,L43,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 19
T27,L40,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 16
T27,L40,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 16
T27,L40,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 16
T27,L23,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 23
T27,L23,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 23
T27,L23,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 23
T27,L8,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 8
T27,L8,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 8
T27,L8,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 8
T27,L45,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 21
T27,L45,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 21
T27,L45,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 21
T27,L46,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 22
T27,L46,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 22
T27,L46,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 22
T27,L14,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 14
T27,L14,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 14
T27,L14,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 14
T27,L47,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 23
T27,L47,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 23
T27,L47,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 23
T27,L18,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 18
T27,L18,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 18
T27,L18,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 18
T27,L16,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 16
T27,L16,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 16
T27,L16,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 16
T27,L25,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 1
T27,L25,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 1
T27,L25,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 1
T27,L13,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 13
T27,L13,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 13
T27,L13,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 13
T27,L48,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 24
T27,L48,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 24
T27,L48,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 24
T27,L12,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 12
T27,L12,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 12
T27,L12,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 12
T27,L38,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 14
T27,L38,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 14
T27,L38,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 14
T27,L5,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 5
T27,L5,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 5
T27,L5,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 5
T27,L41,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 17
T27,L41,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 17
T27,L41,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 17
T27,L4,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 4
T27,L4,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 4
T27,L4,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 4
T27,L19,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 19
T27,L19,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 19
T27,L19,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 19
T27,L3,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 3
T27,L3,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 3
T27,L3,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 3
T27,L9,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 9
T27,L9,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 9
T27,L9,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 9
T27,L22,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 22
T27,L22,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 22
T27,L22,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Wet: Hr 22
T27,L27,F25,2055,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 3
T27,L27,F25,2060,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 3
T27,L27,F25,2050,2000.0,2026-05-13 15:07:40.839,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",Dry: Hr 3
