r,region_name,y,peak_rate_PJ_yr,l,timeslice_name,peak_GW_equiv,y_int,prev_peak_GW,delta_GW,growth_ratio
R15,Brunei,2025,29.501079089882513,L19,Wet: Hr 19,0.9354730812367615,2025,,,
R15,Brunei,2030,24.54515750028412,L19,Wet: Hr 19,0.7783218385427486,2030,0.9354730812367615,-0.15715124269401293,0.8320088029831411
R15,Brunei,2035,27.841029691327755,L37,Dry: Hr 13,0.8828332601258166,2035,0.7783218385427486,0.10451142158306803,1.1342778994596177
R15,Brunei,2040,26.028264042574243,L12,Wet: Hr 12,0.8253508384885287,2040,0.8828332601258166,-0.057482421637287895,0.9348886995613466
R15,Brunei,2045,27.001130588341127,L37,Dry: Hr 13,0.8562002342827602,2045,0.8253508384885287,0.030849395794231405,1.037377311993438
R15,Brunei,2050,25.859909363126476,L38,Dry: Hr 14,0.8200123466237467,2050,0.8562002342827602,-0.036187887659013485,0.9577343170323609
R15,Brunei,2055,24.250709354662778,L38,Dry: Hr 14,0.7689849490950906,2055,0.8200123466237467,-0.05102739752865604,0.9377724033805684
R15,Brunei,2060,23.87503629150549,L19,Wet: Hr 19,0.7570724344084694,2060,0.7689849490950906,-0.011912514686621245,0.9845087804375893
R6,Cambodia,2025,77.10929542192702,L10,Wet: Hr 10,2.4451197178439563,2025,,,
R6,Cambodia,2030,123.23810137963315,L11,Wet: Hr 11,3.9078545592222587,2030,2.4451197178439563,1.4627348413783023,1.598226267083603
R6,Cambodia,2035,151.0137703365886,L10,Wet: Hr 10,4.788615244057223,2035,3.9078545592222587,0.8807606848349647,1.2253821557295248
R6,Cambodia,2040,169.07070411250734,L10,Wet: Hr 10,5.3611968579562195,2040,4.788615244057223,0.5725816138989961,1.119571438655378
R6,Cambodia,2045,168.27934827072048,L10,Wet: Hr 10,5.336103128828021,2045,5.3611968579562195,-0.02509372912819874,0.9953193792742457
R6,Cambodia,2050,169.48109091773821,L10,Wet: Hr 10,5.374210138182972,2050,5.336103128828021,0.03810700935495159,1.007141355486381
R6,Cambodia,2055,157.35253051896584,L10,Wet: Hr 10,4.989616010875375,2055,5.374210138182972,-0.38459412730759723,0.9284370879778011
R6,Cambodia,2060,176.78225262845623,L10,Wet: Hr 10,5.6057284572696675,2060,4.989616010875375,0.6161124463942924,1.123478930052215
R1,Indonesia,2025,1649.5730248360214,L43,Dry: Hr 19,52.30761747957957,2025,,,
R1,Indonesia,2030,1873.8063827803267,L43,Dry: Hr 19,59.41801061581452,2030,52.30761747957957,7.110393136234947,1.1359341808869574
R1,Indonesia,2035,2410.8648553469284,L43,Dry: Hr 19,76.4480230640198,2035,59.41801061581452,17.030012448205277,1.286613642424316
R1,Indonesia,2040,3273.441931274748,L43,Dry: Hr 19,103.80016271165488,2040,76.4480230640198,27.352139647635084,1.3577874031448742
R1,Indonesia,2045,4404.409524465495,L43,Dry: Hr 19,139.66290983211235,2045,103.80016271165488,35.86274712045747,1.3454979855867868
R1,Indonesia,2050,5537.522336396946,L43,Dry: Hr 19,175.59368139259723,2050,139.66290983211235,35.930771560484885,1.2572678143658684
R1,Indonesia,2055,6685.166194121488,L43,Dry: Hr 19,211.98522939248755,2055,175.59368139259723,36.39154799989032,1.2072486191489151
R1,Indonesia,2060,7615.602002435695,L43,Dry: Hr 19,241.4891553283769,2060,211.98522939248755,29.503925935889356,1.1391791589463212
R13,Laos,2025,171.2831014340925,L15,Wet: Hr 15,5.431351516809122,2025,,,
R13,Laos,2030,186.42719611914632,L20,Wet: Hr 20,5.911567609054614,2030,5.431351516809122,0.48021609224549167,1.0884155795770727
R13,Laos,2035,180.10780328989267,L19,Wet: Hr 19,5.711180976975287,2035,5.911567609054614,-0.2003866320793266,0.9661026236471695
R13,Laos,2040,207.89101624800742,L20,Wet: Hr 20,6.592180880517739,2040,5.711180976975287,0.8809999035424516,1.154258796402043
R13,Laos,2045,228.83150517178743,L20,Wet: Hr 20,7.256199428329129,2045,6.592180880517739,0.6640185478113905,1.1007282051033829
R13,Laos,2050,245.94075132595893,L20,Wet: Hr 20,7.798730064876931,2050,7.256199428329129,0.5425306365478022,1.0747678784061108
R13,Laos,2055,284.94487687756293,L43,Dry: Hr 19,9.035542772626933,2055,7.798730064876931,1.2368127077500013,1.1585915524016177
R13,Laos,2060,301.48652259634406,L20,Wet: Hr 20,9.56007491743861,2060,9.035542772626933,0.524532144811678,1.0580520902851285
R17,Malaysia,2025,824.5587714698833,L16,Wet: Hr 16,26.146587121698477,2025,,,
R17,Malaysia,2030,792.5394550962475,L10,Wet: Hr 10,25.13126126002814,2030,26.146587121698477,-1.0153258616703376,0.9611679391675657
R17,Malaysia,2035,796.1416698176334,L10,Wet: Hr 10,25.245486739524143,2035,25.13126126002814,0.11422547949600315,1.004545155068587
R17,Malaysia,2040,849.2250436862593,L10,Wet: Hr 10,26.928749482694673,2040,25.245486739524143,1.6832627431705305,1.0666757888464566
R17,Malaysia,2045,956.7137881674458,L20,Wet: Hr 20,30.337195210789123,2045,26.928749482694673,3.408445728094449,1.1265727445043385
R17,Malaysia,2050,1877.760378205981,L20,Wet: Hr 20,59.54339098826677,2050,30.337195210789123,29.20619577747765,1.9627190508070027
R17,Malaysia,2055,1541.2027440069294,L20,Wet: Hr 20,48.87121841726691,2055,59.54339098826677,-10.672172570999862,0.8207664630134544
R17,Malaysia,2060,1418.3149103867788,L20,Wet: Hr 20,44.974470775836465,2060,48.87121841726691,-3.8967476414304443,0.9202649787005583
R12,Myanmar,2025,86.44067371429415,L19,Wet: Hr 19,2.7410157824167345,2025,,,
R12,Myanmar,2030,93.3970718477612,L19,Wet: Hr 19,2.961601720185223,2030,2.7410157824167345,0.22058593776848845,1.0804759823651944
R12,Myanmar,2035,106.19896276618222,L19,Wet: Hr 19,3.3675470182071985,2035,2.961601720185223,0.40594529802197554,1.137069510479818
R12,Myanmar,2040,113.78254871098329,L19,Wet: Hr 19,3.6080209510078416,2040,3.3675470182071985,0.2404739328006431,1.0714092279931005
R12,Myanmar,2045,137.49519486482944,L18,Wet: Hr 18,4.3599440279309185,2045,3.6080209510078416,0.7519230769230769,1.2084031903176835
R12,Myanmar,2050,161.2078410186756,L17,Wet: Hr 17,5.111867104853995,2050,4.3599440279309185,0.7519230769230765,1.1724616353113857
R12,Myanmar,2055,184.92048717252177,L16,Wet: Hr 16,5.863790181777072,2055,5.111867104853995,0.7519230769230774,1.1470936277293058
R12,Myanmar,2060,203.53219411767134,L10,Wet: Hr 10,6.453963537470552,2060,5.863790181777072,0.5901733556934801,1.1006470793459773
R19,Philippines,2025,463.20138445651986,L14,Wet: Hr 14,14.688019547708011,2025,,,
R19,Philippines,2030,525.783232107995,L12,Wet: Hr 12,16.672476918695935,2030,14.688019547708011,1.9844573709879239,1.1351072120065082
R19,Philippines,2035,588.1198313559275,L13,Wet: Hr 13,18.64915751382317,2035,16.672476918695935,1.9766805951272346,1.1185595040716867
R19,Philippines,2040,680.260456976982,L36,Dry: Hr 12,21.57091758552074,2040,18.64915751382317,2.9217600716975696,1.1566698157561217
R19,Philippines,2045,871.4753682784301,L36,Dry: Hr 12,27.63430264708365,2045,21.57091758552074,6.0633850615629115,1.281090734203764
