r,t,y,val,solvedtm,region_name,tech_name
R16,P14414,2025,4.924937278829072,2026-05-13 15:07:40.839,Singapore,Unmet Load
R6,P14424,2025,0.2219643212504112,2026-05-13 15:07:40.839,Cambodia,Geothermal ORC
R16,P14446,2025,0.5,2026-05-13 15:07:40.839,Singapore,Solar CSP
R1,P14612,2025,0.03890510770321319,2026-05-13 15:07:40.839,Indonesia,Anaerobic Digestion
R12,P14612,2025,0.011588063372311597,2026-05-13 15:07:40.839,Myanmar,Anaerobic Digestion
R6,P14612,2025,0.03313099617889645,2026-05-13 15:07:40.839,Cambodia,Anaerobic Digestion
R1,P14937,2025,0.0016318214645085563,2026-05-13 15:07:40.839,Indonesia,SMR
R11,P14937,2025,0.002803970982419051,2026-05-13 15:07:40.839,Thailand,SMR
R16,P14937,2025,7.110780432285759,2026-05-13 15:07:40.839,Singapore,SMR
R17,P14937,2025,0.0024696556572786333,2026-05-13 15:07:40.839,Malaysia,SMR
R6,P14937,2025,0.00011198060847340675,2026-05-13 15:07:40.839,Cambodia,SMR
R16,P15321,2025,0.15384615384615388,2026-05-13 15:07:40.839,Singapore,Gas Combined Cycle with CCS
R6,P15321,2025,0.03076923076923077,2026-05-13 15:07:40.839,Cambodia,Gas Combined Cycle with CCS
R1,P16040,2025,0.018652887617979445,2026-05-13 15:07:40.839,Indonesia,HVO Renewable Diesel
R11,P16040,2025,0.032051395790954035,2026-05-13 15:07:40.839,Thailand,HVO Renewable Diesel
R17,P16040,2025,0.028229932276444804,2026-05-13 15:07:40.839,Malaysia,HVO Renewable Diesel
R1,P16068,2025,377.78120649774604,2026-05-13 15:07:40.839,Indonesia,All Mines
R11,P16068,2025,0.09846153846153849,2026-05-13 15:07:40.839,Thailand,All Mines
R14,P16068,2025,0.16108556052747317,2026-05-13 15:07:40.839,Vietnam,All Mines
R15,P16068,2025,0.42173861505296667,2026-05-13 15:07:40.839,Brunei,All Mines
R19,P16068,2025,4.971165634760273,2026-05-13 15:07:40.839,Philippines,All Mines
R11,P16089,2025,0.01460388127853881,2026-05-13 15:07:40.839,Thailand,All Mines
R14,P16089,2025,1.4601490188766613,2026-05-13 15:07:40.839,Vietnam,All Mines
R1,P16110,2025,3.538573294843591,2026-05-13 15:07:40.839,Indonesia,All Mines
R13,P16110,2025,0.5773047031963467,2026-05-13 15:07:40.839,Laos,All Mines
R11,P16131,2025,0.13807305936073058,2026-05-13 15:07:40.839,Thailand,All Mines
R14,P16131,2025,0.7007956958104917,2026-05-13 15:07:40.839,Vietnam,All Mines
R17,P16131,2025,3.0523502984181885,2026-05-13 15:07:40.839,Malaysia,All Mines
R19,P16131,2025,0.18877401028794802,2026-05-13 15:07:40.839,Philippines,All Mines
R16,P16146,2025,3.387522197122936,2026-05-13 15:07:40.839,Singapore,H2 Fuel Cell
R16,P16756,2025,1.537037037037037,2026-05-13 15:07:40.839,Singapore,Solar PV Rooftop
R6,P16756,2025,0.112,2026-05-13 15:07:40.839,Cambodia,Solar PV Rooftop
R1,P20318,2025,0.15,2026-05-13 15:07:40.839,Indonesia,Geothermal Flash_IDJW
R1,P20340,2025,0.15,2026-05-13 15:07:40.839,Indonesia,Geothermal Flash_IDSA
R1,P20384,2025,0.15,2026-05-13 15:07:40.839,Indonesia,Geothermal Flash_IDEast
R1,P20406,2025,4.82,2026-05-13 15:07:40.839,Indonesia,Large Hydro_IDJW
R1,P20428,2025,5.736674767494546,2026-05-13 15:07:40.839,Indonesia,Large Hydro_IDSA
R1,P20450,2025,2.7234170040054746,2026-05-13 15:07:40.839,Indonesia,Large Hydro_IDKA
R1,P20472,2025,3.1602515013598,2026-05-13 15:07:40.839,Indonesia,Large Hydro_IDEast
R17,P20908,2025,2.1781925093379533,2026-05-13 15:07:40.839,Malaysia,Wind Onshore_MYSR
R17,P20955,2025,10.321649010258037,2026-05-13 15:07:40.839,Malaysia,Gas Turbine_MYPE
R20,P23146,2025,14.01367996545968,2026-05-13 15:07:40.839,Timor Leste,POME Biodiesel
R1,P23302,2025,2.6202000000000005,2026-05-13 15:07:40.839,Indonesia,Small Hydro_IDJW
R1,P23325,2025,3.413513672506516,2026-05-13 15:07:40.839,Indonesia,Small Hydro_IDSA
R1,P23348,2025,1.427228843436819,2026-05-13 15:07:40.839,Indonesia,Small Hydro_IDKA
R1,P23371,2025,1.9387548692727186,2026-05-13 15:07:40.839,Indonesia,Small Hydro_IDEast
R1,P2510,2025,114.70940451670148,2026-05-13 15:07:40.839,Indonesia,Gasoline
R11,P2510,2025,21.200533364728283,2026-05-13 15:07:40.839,Thailand,Gasoline
R12,P2510,2025,4.1880375385385085,2026-05-13 15:07:40.839,Myanmar,Gasoline
R13,P2510,2025,1.4168571057187287,2026-05-13 15:07:40.839,Laos,Gasoline
R14,P2510,2025,36.961360585892464,2026-05-13 15:07:40.839,Vietnam,Gasoline
R15,P2510,2025,2.610326068077125,2026-05-13 15:07:40.839,Brunei,Gasoline
R16,P2510,2025,34.78535066888256,2026-05-13 15:07:40.839,Singapore,Gasoline
R17,P2510,2025,27.674959234599164,2026-05-13 15:07:40.839,Malaysia,Gasoline
R19,P2510,2025,7.3603329027060695,2026-05-13 15:07:40.839,Philippines,Gasoline
R20,P2510,2025,0.38007904629165723,2026-05-13 15:07:40.839,Timor Leste,Gasoline
R6,P2510,2025,3.44892441093569,2026-05-13 15:07:40.839,Cambodia,Gasoline
R1,P2516,2025,51.10727672617292,2026-05-13 15:07:40.839,Indonesia,Electricity
R11,P2516,2025,25.113624313759445,2026-05-13 15:07:40.839,Thailand,Electricity
R12,P2516,2025,2.813521634175962,2026-05-13 15:07:40.839,Myanmar,Electricity
R13,P2516,2025,4.961170500272449,2026-05-13 15:07:40.839,Laos,Electricity
R14,P2516,2025,25.157747501077246,2026-05-13 15:07:40.839,Vietnam,Electricity
R15,P2516,2025,0.8448257396649194,2026-05-13 15:07:40.839,Brunei,Electricity
R16,P2516,2025,8.270568242899051,2026-05-13 15:07:40.839,Singapore,Electricity
R17,P2516,2025,22.916968614507574,2026-05-13 15:07:40.839,Malaysia,Electricity
R19,P2516,2025,13.300304273652285,2026-05-13 15:07:40.839,Philippines,Electricity
R20,P2516,2025,0.07673870946659472,2026-05-13 15:07:40.839,Timor Leste,Electricity
R6,P2516,2025,2.802286071557531,2026-05-13 15:07:40.839,Cambodia,Electricity
R1,P2521,2025,49.703239206865916,2026-05-13 15:07:40.839,Indonesia,Natural Gas
R11,P2521,2025,14.17010688141061,2026-05-13 15:07:40.839,Thailand,Natural Gas
R12,P2521,2025,17.019473082512054,2026-05-13 15:07:40.839,Myanmar,Natural Gas
R13,P2521,2025,0.6648824329769496,2026-05-13 15:07:40.839,Laos,Natural Gas
R14,P2521,2025,11.65600025407396,2026-05-13 15:07:40.839,Vietnam,Natural Gas
R15,P2521,2025,0.9045061822594318,2026-05-13 15:07:40.839,Brunei,Natural Gas
R16,P2521,2025,11.016201626304584,2026-05-13 15:07:40.839,Singapore,Natural Gas
R17,P2521,2025,23.733400051939086,2026-05-13 15:07:40.839,Malaysia,Natural Gas
R19,P2521,2025,1.6738844689072585,2026-05-13 15:07:40.839,Philippines,Natural Gas
R6,P2521,2025,0.47412901892644216,2026-05-13 15:07:40.839,Cambodia,Natural Gas
R15,P2544,2025,10.161066351982441,2026-05-13 15:07:40.839,Brunei,All Refineries
