r,t,e,y,val,solvedtm,region_name,tech_name,emission_name
R1,P16040,E1,2025,243.33616629630552,2026-05-13 09:47:49.138,Indonesia,HVO Renewable Diesel,Carbon Dioxide Biogenic
R11,P16040,E1,2025,418.12634783145404,2026-05-13 09:47:49.138,Thailand,HVO Renewable Diesel,Carbon Dioxide Biogenic
R17,P16040,E1,2025,368.27346176326375,2026-05-13 09:47:49.138,Malaysia,HVO Renewable Diesel,Carbon Dioxide Biogenic
R13,P2956,E1,2025,3396.509777837899,2026-05-13 09:47:49.138,Laos,Biomass Other,Carbon Dioxide Biogenic
R14,P2956,E1,2025,3537954.7111063935,2026-05-13 09:47:49.138,Vietnam,Biomass Other,Carbon Dioxide Biogenic
R19,P2956,E1,2025,184663.80558777877,2026-05-13 09:47:49.138,Philippines,Biomass Other,Carbon Dioxide Biogenic
R6,P2956,E1,2025,5906.825447199426,2026-05-13 09:47:49.138,Cambodia,Biomass Other,Carbon Dioxide Biogenic
R1,P6131,E1,2025,58608.41665776027,2026-05-13 09:47:49.138,Indonesia,FAME Biodiesel,Carbon Dioxide Biogenic
R11,P6131,E1,2025,4196.986236967773,2026-05-13 09:47:49.138,Thailand,FAME Biodiesel,Carbon Dioxide Biogenic
R6,P6131,E1,2025,40.086914943400025,2026-05-13 09:47:49.138,Cambodia,FAME Biodiesel,Carbon Dioxide Biogenic
R16,P15321,E13,2025,26.321263945728724,2026-05-13 09:47:49.138,Singapore,Gas Combined Cycle with CCS,Sulfur Dioxide
R1,P16040,E13,2025,0.6935793214931691,2026-05-13 09:47:49.138,Indonesia,HVO Renewable Diesel,Sulfur Dioxide
R11,P16040,E13,2025,1.1917825165134925,2026-05-13 09:47:49.138,Thailand,HVO Renewable Diesel,Sulfur Dioxide
R17,P16040,E13,2025,1.0496871945565087,2026-05-13 09:47:49.138,Malaysia,HVO Renewable Diesel,Sulfur Dioxide
R17,P20955,E13,2025,684.4926994685391,2026-05-13 09:47:49.138,Malaysia,Gas Turbine_MYPE,Sulfur Dioxide
R17,P21096,E13,2025,377094.63549475383,2026-05-13 09:47:49.138,Malaysia,Coal Subcritical_MYPE,Sulfur Dioxide
R17,P21163,E13,2025,43149.68517813609,2026-05-13 09:47:49.138,Malaysia,Coal Subcritical_MYSR,Sulfur Dioxide
R17,P21230,E13,2025,1571.1776409966699,2026-05-13 09:47:49.138,Malaysia,Gas Combined Cycle_MYPE,Sulfur Dioxide
R1,P21809,E13,2025,55221.55351386359,2026-05-13 09:47:49.138,Indonesia,Coal Subcritical_IDEast,Sulfur Dioxide
R1,P21872,E13,2025,470262.2324580388,2026-05-13 09:47:49.138,Indonesia,Coal Subcritical_IDJW,Sulfur Dioxide
R1,P21935,E13,2025,28339.66193052363,2026-05-13 09:47:49.138,Indonesia,Coal Subcritical_IDKA,Sulfur Dioxide
R1,P21998,E13,2025,99327.01906056699,2026-05-13 09:47:49.138,Indonesia,Coal Subcritical_IDSA,Sulfur Dioxide
R1,P22129,E13,2025,38.7492324765378,2026-05-13 09:47:49.138,Indonesia,Gas Combined Cycle_IDEast,Sulfur Dioxide
R1,P22147,E13,2025,6.149752092340168,2026-05-13 09:47:49.138,Indonesia,Gas Combined Cycle_IDKA,Sulfur Dioxide
R1,P22165,E13,2025,156.41269687010998,2026-05-13 09:47:49.138,Indonesia,Gas Combined Cycle_IDSA,Sulfur Dioxide
R1,P22183,E13,2025,617.3547256187426,2026-05-13 09:47:49.138,Indonesia,Gas Combined Cycle_IDJW,Sulfur Dioxide
R1,P22235,E13,2025,3.1820160730541462,2026-05-13 09:47:49.138,Indonesia,Gas Turbine_IDSA,Sulfur Dioxide
R1,P22252,E13,2025,18.105367814837074,2026-05-13 09:47:49.138,Indonesia,Gas Turbine_IDJW,Sulfur Dioxide
R1,P22269,E13,2025,303.8560848514132,2026-05-13 09:47:49.138,Indonesia,Gas Engine_IDEast,Sulfur Dioxide
R1,P22286,E13,2025,68.77947683236432,2026-05-13 09:47:49.138,Indonesia,Gas Engine_IDKA,Sulfur Dioxide
