r,t,y,val,solvedtm,region_name,tech_name
R1,P11937,2025,0.665625,2026-05-13 09:47:49.138,Indonesia,Lithium Ion Batteries
R14,P11937,2025,139.24875,2026-05-13 09:47:49.138,Vietnam,Lithium Ion Batteries
R16,P11937,2025,8.177678571428572,2026-05-13 09:47:49.138,Singapore,Lithium Ion Batteries
R19,P11937,2025,6.9225,2026-05-13 09:47:49.138,Philippines,Lithium Ion Batteries
R6,P11937,2025,9.984375,2026-05-13 09:47:49.138,Cambodia,Lithium Ion Batteries
R14,P11942,2025,36.268925,2026-05-13 09:47:49.138,Vietnam,Pumped Hydro
R16,P14414,2025,569.8167249056542,2026-05-13 09:47:49.138,Singapore,Unmet Load
R16,P14446,2025,29.391666666666666,2026-05-13 09:47:49.138,Singapore,Solar CSP
R1,P14937,2025,0.052977739372879355,2026-05-13 09:47:49.138,Indonesia,SMR
R11,P14937,2025,0.09103204434221003,2026-05-13 09:47:49.138,Thailand,SMR
R16,P14937,2025,44.605363554893785,2026-05-13 09:47:49.138,Singapore,SMR
R17,P14937,2025,0.08017836301195344,2026-05-13 09:47:49.138,Malaysia,SMR
R6,P14937,2025,0.0036354954384101297,2026-05-13 09:47:49.138,Cambodia,SMR
R16,P15321,2025,5.865384615384617,2026-05-13 09:47:49.138,Singapore,Gas Combined Cycle with CCS
R16,P16146,2025,47.607189724221996,2026-05-13 09:47:49.138,Singapore,H2 Fuel Cell
R1,P16756,2025,12.160606250000003,2026-05-13 09:47:49.138,Indonesia,Solar PV Rooftop
R14,P16756,2025,149.9376125,2026-05-13 09:47:49.138,Vietnam,Solar PV Rooftop
R16,P16756,2025,3.630828495222856,2026-05-13 09:47:49.138,Singapore,Solar PV Rooftop
R17,P16756,2025,2.188485,2026-05-13 09:47:49.138,Malaysia,Solar PV Rooftop
R19,P16756,2025,0.038831000000000004,2026-05-13 09:47:49.138,Philippines,Solar PV Rooftop
R6,P16756,2025,0.08156250000000002,2026-05-13 09:47:49.138,Cambodia,Solar PV Rooftop
R1,P19896,2025,1.4286015151515152,2026-05-13 09:47:49.138,Indonesia,Solar PV_IDJW
R1,P20164,2025,3.0001833333333336,2026-05-13 09:47:49.138,Indonesia,Solar PV_IDSA
R1,P20186,2025,1.5211181818181818,2026-05-13 09:47:49.138,Indonesia,Solar PV_IDKA
R1,P20208,2025,3.387071212121212,2026-05-13 09:47:49.138,Indonesia,Solar PV_IDEast
R17,P21096,2025,291.084,2026-05-13 09:47:49.138,Malaysia,Coal Subcritical_MYPE
R17,P21163,2025,31.62,2026-05-13 09:47:49.138,Malaysia,Coal Subcritical_MYSR
R17,P21230,2025,350.86025,2026-05-13 09:47:49.138,Malaysia,Gas Combined Cycle_MYPE
