Country,Year,Scenario,Size_group,Efficiency_level,units_per_hh_parent,penetration_pct,intensity,size_share_pct,eff_share_pct,leaf_units_per_hh,drift_rate_pct_yr,drift_factor,kwh_unit_2024,final_kwh_unit,efficiency_pct,useful_energy_intensity_toe,unit_capacity_kw,price_usd,crf,annualized_capital_usd,tariff_usd_per_kwh,om_electricity_usd,demand_cost_usd_per_unit,source
Brunei Darussalam,2014,ATS,Large,High_eff,2.34,82.37,2.84,48.34483448344835,12.991311543235415,0.146952,1.5,1.0,1864.7,1864.7,41.225084020439965,0.06609837848057988,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2014,ATS,Large,Low_eff,2.34,82.37,2.84,48.34483448344835,40.79437318990484,0.46144799999999997,1.5,1.0,3522.6,3522.6,21.82263503460921,0.06609837848057988,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2014,ATS,Large,Mid_eff,2.34,82.37,2.84,48.34483448344835,46.21431526685974,0.522756,1.5,1.0,2578.2,2578.2,29.816311447100457,0.06609837848057988,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2014,ATS,Medium,High_eff,2.34,82.37,2.84,24.26242624262426,11.500412201154164,0.065286,1.5,1.0,1136.6,1136.6,41.225084020439965,0.040289278157895146,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2014,ATS,Medium,Low_eff,2.34,82.37,2.84,24.26242624262426,59.72794723825228,0.339066,1.5,1.0,2225.1,2225.1,21.058123454061416,0.040289278157895146,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2014,ATS,Medium,Mid_eff,2.34,82.37,2.84,24.26242624262426,28.771640560593575,0.163332,1.5,1.0,1514.6,1514.6,30.936505016263077,0.040289278157895146,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2014,ATS,Small,High_eff,2.34,82.37,2.84,27.392739273927397,8.90836071558963,0.057095999999999994,1.5,1.0,782.6,782.6,41.225084020439965,0.02774097227377155,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2014,ATS,Small,Low_eff,2.34,82.37,2.84,27.392739273927397,54.14384811975174,0.347022,1.5,1.0,1213.9,1213.9,26.57776650003815,0.02774097227377155,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2014,ATS,Small,Mid_eff,2.34,82.37,2.84,27.392739273927397,36.94779116465863,0.236808,1.5,1.0,955.2,955.2,33.77591159379848,0.02774097227377155,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2015,ATS,Large,High_eff,2.32,82.08,2.83,48.344834483448345,14.025651634257343,0.157296,1.5,1.0,1864.7,1864.7,41.225084020439965,0.06609837848057988,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2015,ATS,Large,Low_eff,2.32,82.08,2.83,48.344834483448345,40.11170872983036,0.449848,1.5,1.0,3522.6,3522.6,21.82263503460921,0.06609837848057988,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2015,ATS,Large,Mid_eff,2.32,82.08,2.83,48.344834483448345,45.86263963591229,0.514344,1.5,1.0,2578.2,2578.2,29.816311447100457,0.06609837848057988,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2015,ATS,Medium,High_eff,2.32,82.08,2.83,24.17241724172417,12.577575506826646,0.070528,1.5,1.0,1136.6,1136.6,41.225084020439965,0.040289278157895146,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2015,ATS,Medium,Low_eff,2.32,82.08,2.83,24.17241724172417,58.62639635912288,0.3287439999999999,1.5,1.0,2225.1,2225.1,21.058123454061416,0.040289278157895146,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2015,ATS,Medium,Mid_eff,2.32,82.08,2.83,24.17241724172417,28.796028134050477,0.16147199999999998,1.5,1.0,1514.6,1514.6,30.936505016263077,0.040289278157895146,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2015,ATS,Small,High_eff,2.32,82.08,2.83,27.48274827482748,9.497816593886462,0.060551999999999995,1.5,1.0,782.6,782.6,41.225084020439965,0.02774097227377155,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2015,ATS,Small,Low_eff,2.32,82.08,2.83,27.48274827482748,53.49344978165939,0.34104,1.5,1.0,1213.9,1213.9,26.57776650003815,0.02774097227377155,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
Brunei Darussalam,2015,ATS,Small,Mid_eff,2.32,82.08,2.83,27.48274827482748,37.00873362445415,0.23594399999999996,1.5,1.0,955.2,955.2,33.77591159379848,0.02774097227377155,,328.9,0.12405888265031004,40.80296650368697,0.0072,6.87744,40.80296650368697,historical
Brunei Darussalam,2016,ATS,Large,High_eff,2.29,81.39,2.81,48.18,15.255292652552926,0.168315,1.5,1.0,1864.7,1864.7,41.225084020439965,0.06609837848057988,,1136.62,0.12405888265031004,141.0078071979954,0.0072,13.425839999999999,141.0078071979954,historical
Brunei Darussalam,2016,ATS,Large,Low_eff,2.29,81.39,2.81,48.18,39.37318389373184,0.434413,1.5,1.0,3522.6,3522.6,21.82263503460921,0.06609837848057988,,1082.5,0.12405888265031004,134.2937404689606,0.0072,25.36272,134.2937404689606,historical
Brunei Darussalam,2016,ATS,Large,Mid_eff,2.29,81.39,2.81,48.18,45.371523453715234,0.500594,1.5,1.0,2578.2,2578.2,29.816311447100457,0.06609837848057988,,1109.56,0.12405888265031004,137.65077383347798,0.0072,18.563039999999997,137.65077383347798,historical
Brunei Darussalam,2016,ATS,Medium,High_eff,2.29,81.39,2.81,24.12,13.681592039800993,0.07557,1.5,1.0,1136.6,1136.6,41.225084020439965,0.040289278157895146,,709.3,0.12405888265031004,87.9949654638649,0.0072,8.18352,87.9949654638649,historical
Brunei Darussalam,2016,ATS,Medium,Low_eff,2.29,81.39,2.81,24.12,57.54560530679934,0.317852,1.5,1.0,2225.1,2225.1,21.058123454061416,0.040289278157895146,,528.0,0.12405888265031004,65.5030900393637,0.0072,16.020719999999997,65.5030900393637,historical
Brunei Darussalam,2016,ATS,Medium,Mid_eff,2.29,81.39,2.81,24.12,28.77280265339967,0.158926,1.5,1.0,1514.6,1514.6,30.936505016263077,0.040289278157895146,,481.4,0.12405888265031004,59.721946107859246,0.0072,10.905119999999998,59.721946107859246,historical
Brunei Darussalam,2016,ATS,Small,High_eff,2.29,81.39,2.81,27.699999999999996,10.216606498194947,0.064807,1.5,1.0,782.6,782.6,41.225084020439965,0.02774097227377155,,557.5,0.12405888265031004,69.16282707754785,0.0072,5.63472,69.16282707754785,historical
Brunei Darussalam,2016,ATS,Small,Low_eff,2.29,81.39,2.81,27.699999999999996,52.418772563176894,0.33250799999999997,1.5,1.0,1213.9,1213.9,26.57776650003815,0.02774097227377155,,309.9,0.12405888265031004,38.44584773333108,0.0072,8.74008,38.44584773333108,historical
