Country,ISO3,Year,vehicle_type,sales_count,source_method
Brunei Darussalam,BRN,2006,2W,81.0,observed
Brunei Darussalam,BRN,2007,2W,85.0,observed
Brunei Darussalam,BRN,2008,2W,89.0,observed
Brunei Darussalam,BRN,2009,2W,92.0,observed
Brunei Darussalam,BRN,2010,2W,96.0,observed
Brunei Darussalam,BRN,2011,2W,101.0,observed
Brunei Darussalam,BRN,2012,2W,105.0,observed
Brunei Darussalam,BRN,2013,2W,109.0,observed
Brunei Darussalam,BRN,2014,2W,114.0,observed
Brunei Darussalam,BRN,2015,2W,119.0,observed
Brunei Darussalam,BRN,2016,2W,124.0,observed
Brunei Darussalam,BRN,2017,2W,130.0,observed
Brunei Darussalam,BRN,2018,2W,135.0,observed
Brunei Darussalam,BRN,2019,2W,141.0,observed
Brunei Darussalam,BRN,2020,2W,150.0,observed
Brunei Darussalam,BRN,2021,2W,158.0,observed
Brunei Darussalam,BRN,2022,2W,165.0,observed
Brunei Darussalam,BRN,2023,2W,173.0,observed
Brunei Darussalam,BRN,2024,2W,181.0,observed
Brunei Darussalam,BRN,2025,2W,1940.1943064728937,stock_flow_gompertz
Brunei Darussalam,BRN,2026,2W,127.09077622024051,stock_flow_gompertz
Brunei Darussalam,BRN,2027,2W,131.76899544568005,stock_flow_gompertz
Brunei Darussalam,BRN,2028,2W,134.684272672901,stock_flow_gompertz
Brunei Darussalam,BRN,2029,2W,139.3903786818555,stock_flow_gompertz
Brunei Darussalam,BRN,2030,2W,144.1112377530335,stock_flow_gompertz
Brunei Darussalam,BRN,2031,2W,148.9116380181904,stock_flow_gompertz
Brunei Darussalam,BRN,2032,2W,155.5053209458597,stock_flow_gompertz
Brunei Darussalam,BRN,2033,2W,164.11054874566844,stock_flow_gompertz
Brunei Darussalam,BRN,2034,2W,205.83620622163696,stock_flow_gompertz
Brunei Darussalam,BRN,2035,2W,306.2822838347097,stock_flow_gompertz
Brunei Darussalam,BRN,2036,2W,289.26885319189523,stock_flow_gompertz
Brunei Darussalam,BRN,2037,2W,307.7338448395808,stock_flow_gompertz
Brunei Darussalam,BRN,2038,2W,325.3033349772759,stock_flow_gompertz
Brunei Darussalam,BRN,2039,2W,324.5189586166075,stock_flow_gompertz
Brunei Darussalam,BRN,2040,2W,341.21803162172546,stock_flow_gompertz
Brunei Darussalam,BRN,2041,2W,339.6018121403463,stock_flow_gompertz
Brunei Darussalam,BRN,2042,2W,338.1709086410133,stock_flow_gompertz
Brunei Darussalam,BRN,2043,2W,284.83286222105016,stock_flow_gompertz
Brunei Darussalam,BRN,2044,2W,272.1566781630927,stock_flow_gompertz
Brunei Darussalam,BRN,2045,2W,264.34190122644486,stock_flow_gompertz
Brunei Darussalam,BRN,2046,2W,255.77166462030848,stock_flow_gompertz
Brunei Darussalam,BRN,2047,2W,223.98783452197316,stock_flow_gompertz
Brunei Darussalam,BRN,2048,2W,226.69477683224292,stock_flow_gompertz
Brunei Darussalam,BRN,2049,2W,236.833127931724,stock_flow_gompertz
Brunei Darussalam,BRN,2050,2W,248.84905706776,stock_flow_gompertz
Brunei Darussalam,BRN,2051,2W,265.2494686206824,stock_flow_gompertz
Brunei Darussalam,BRN,2052,2W,280.79546748641496,stock_flow_gompertz
Brunei Darussalam,BRN,2053,2W,289.70862367092104,stock_flow_gompertz
Brunei Darussalam,BRN,2054,2W,296.971490626594,stock_flow_gompertz
Brunei Darussalam,BRN,2055,2W,301.20230644075446,stock_flow_gompertz
Brunei Darussalam,BRN,2056,2W,301.01514766854643,stock_flow_gompertz
Brunei Darussalam,BRN,2057,2W,295.99833694561585,stock_flow_gompertz
Brunei Darussalam,BRN,2058,2W,289.6898192802837,stock_flow_gompertz
Brunei Darussalam,BRN,2059,2W,282.59588704286125,stock_flow_gompertz
Brunei Darussalam,BRN,2060,2W,275.06468897917966,stock_flow_gompertz
Brunei Darussalam,BRN,2006,Bus,50.0,observed
Brunei Darussalam,BRN,2007,Bus,32.670888075617626,observed
Brunei Darussalam,BRN,2008,Bus,33.65101471788616,observed
Brunei Darussalam,BRN,2009,Bus,34.66054515942274,observed
Brunei Darussalam,BRN,2010,Bus,35.70036151420542,observed
Brunei Darussalam,BRN,2011,Bus,36.771372359631584,observed
Brunei Darussalam,BRN,2012,Bus,37.874513530420536,observed
Brunei Darussalam,BRN,2013,Bus,39.01074893633315,observed
Brunei Darussalam,BRN,2014,Bus,40.18107140442315,observed
Brunei Darussalam,BRN,2015,Bus,41.38650354655584,observed
Brunei Darussalam,BRN,2016,Bus,42.62809865295252,observed
Brunei Darussalam,BRN,2017,Bus,43.9069416125411,observed
Brunei Darussalam,BRN,2018,Bus,45.22414986091733,observed
Brunei Darussalam,BRN,2019,Bus,46.58087435674485,observed
Brunei Darussalam,BRN,2020,Bus,50.9783005874472,observed
Brunei Darussalam,BRN,2021,Bus,53.417649605070615,observed
Brunei Darussalam,BRN,2022,Bus,55.90017909322274,observed
Brunei Darussalam,BRN,2023,Bus,58.42718446601942,observed
Brunei Darussalam,BRN,2024,Bus,61.0,observed
Brunei Darussalam,BRN,2025,Bus,1593.452075926276,stock_flow_fe_ols
Brunei Darussalam,BRN,2026,Bus,101.24053339382226,stock_flow_fe_ols
Brunei Darussalam,BRN,2027,Bus,104.4090640626432,stock_flow_fe_ols
Brunei Darussalam,BRN,2028,Bus,105.6303851733287,stock_flow_fe_ols
Brunei Darussalam,BRN,2029,Bus,108.33133518578552,stock_flow_fe_ols
Brunei Darussalam,BRN,2030,Bus,81.55729981660988,stock_flow_fe_ols
Brunei Darussalam,BRN,2031,Bus,79.71250243305644,stock_flow_fe_ols
Brunei Darussalam,BRN,2032,Bus,83.80021339855466,stock_flow_fe_ols
Brunei Darussalam,BRN,2033,Bus,85.08794974750845,stock_flow_fe_ols
Brunei Darussalam,BRN,2034,Bus,119.10493547739998,stock_flow_fe_ols
Brunei Darussalam,BRN,2035,Bus,211.30785629385173,stock_flow_fe_ols
Brunei Darussalam,BRN,2036,Bus,190.0230496128252,stock_flow_fe_ols
Brunei Darussalam,BRN,2037,Bus,215.4308240290443,stock_flow_fe_ols
Brunei Darussalam,BRN,2038,Bus,235.4146064864317,stock_flow_fe_ols
Brunei Darussalam,BRN,2039,Bus,240.4347530394789,stock_flow_fe_ols
Brunei Darussalam,BRN,2040,Bus,258.31247826652,stock_flow_fe_ols
Brunei Darussalam,BRN,2041,Bus,262.273832648144,stock_flow_fe_ols
Brunei Darussalam,BRN,2042,Bus,259.80726533391226,stock_flow_fe_ols
Brunei Darussalam,BRN,2043,Bus,223.55751644610015,stock_flow_fe_ols
Brunei Darussalam,BRN,2044,Bus,214.3998970940033,stock_flow_fe_ols
Brunei Darussalam,BRN,2045,Bus,208.83869651787563,stock_flow_fe_ols
Brunei Darussalam,BRN,2046,Bus,195.33560632014223,stock_flow_fe_ols
Brunei Darussalam,BRN,2047,Bus,173.90506796307773,stock_flow_fe_ols
Brunei Darussalam,BRN,2048,Bus,168.95378678155157,stock_flow_fe_ols
Brunei Darussalam,BRN,2049,Bus,183.4590467223029,stock_flow_fe_ols
Brunei Darussalam,BRN,2050,Bus,193.97070532419048,stock_flow_fe_ols
Brunei Darussalam,BRN,2051,Bus,206.3925794803681,stock_flow_fe_ols
Brunei Darussalam,BRN,2052,Bus,221.32916766735707,stock_flow_fe_ols
Brunei Darussalam,BRN,2053,Bus,231.57809443561743,stock_flow_fe_ols
Brunei Darussalam,BRN,2054,Bus,240.9359848928393,stock_flow_fe_ols
Brunei Darussalam,BRN,2055,Bus,247.75366533239776,stock_flow_fe_ols
Brunei Darussalam,BRN,2056,Bus,250.65277335385872,stock_flow_fe_ols
Brunei Darussalam,BRN,2057,Bus,249.32011373901375,stock_flow_fe_ols
Brunei Darussalam,BRN,2058,Bus,246.43580851455363,stock_flow_fe_ols
Brunei Darussalam,BRN,2059,Bus,242.7961530193138,stock_flow_fe_ols
Brunei Darussalam,BRN,2060,Bus,238.41469055811692,stock_flow_fe_ols
Brunei Darussalam,BRN,2006,LDV,3930.612040212753,observed
Brunei Darussalam,BRN,2007,LDV,4044.550401419136,observed
Brunei Darussalam,BRN,2008,LDV,4161.8769134617105,observed
Brunei Darussalam,BRN,2009,LDV,4281.693220865562,observed
Brunei Darussalam,BRN,2010,LDV,4406.104017491528,observed
Brunei Darussalam,BRN,2011,LDV,4534.2171380162745,observed
Brunei Darussalam,BRN,2012,LDV,4665.143652156763,observed
Brunei Darussalam,BRN,2013,LDV,4800.997961721466,observed
Brunei Darussalam,BRN,2014,LDV,4940.89790057311,observed
Brunei Darussalam,BRN,2015,LDV,5084.964837590303,observed
Brunei Darussalam,BRN,2016,LDV,5232.323782718013,observed
Brunei Darussalam,BRN,2017,LDV,5385.103496199553,observed
Brunei Darussalam,BRN,2018,LDV,5542.43660108554,observed
Brunei Darussalam,BRN,2019,LDV,5705.459699118107,observed
Brunei Darussalam,BRN,2020,LDV,5873.313490091649,observed
Brunei Darussalam,BRN,2021,LDV,6046.1428947944,observed
Brunei Darussalam,BRN,2022,LDV,6223.097181638232,observed
Brunei Darussalam,BRN,2023,LDV,6406.330097087379,observed
Brunei Darussalam,BRN,2024,LDV,6595.0,observed
Brunei Darussalam,BRN,2025,LDV,207560.29239423916,stock_flow_gompertz
Brunei Darussalam,BRN,2026,LDV,6784.556801012368,stock_flow_gompertz
Brunei Darussalam,BRN,2027,LDV,6803.690537550545,stock_flow_gompertz
Brunei Darussalam,BRN,2028,LDV,6726.345392265997,stock_flow_gompertz
Brunei Darussalam,BRN,2029,LDV,6846.049919689831,stock_flow_gompertz
Brunei Darussalam,BRN,2030,LDV,6946.970816815388,stock_flow_gompertz
Brunei Darussalam,BRN,2031,LDV,7041.067045763659,stock_flow_gompertz
Brunei Darussalam,BRN,2032,LDV,7326.437641660159,stock_flow_gompertz
Brunei Darussalam,BRN,2033,LDV,7817.472855355474,stock_flow_gompertz
Brunei Darussalam,BRN,2034,LDV,12103.582276387198,stock_flow_gompertz
Brunei Darussalam,BRN,2035,LDV,23246.22810136189,stock_flow_gompertz
Brunei Darussalam,BRN,2036,LDV,21337.87810295197,stock_flow_gompertz
Brunei Darussalam,BRN,2037,LDV,23414.10630619817,stock_flow_gompertz
Brunei Darussalam,BRN,2038,LDV,25473.872677281037,stock_flow_gompertz
Brunei Darussalam,BRN,2039,LDV,25521.711018192407,stock_flow_gompertz
Brunei Darussalam,BRN,2040,LDV,27577.853810239467,stock_flow_gompertz
Brunei Darussalam,BRN,2041,LDV,27629.11188849929,stock_flow_gompertz
Brunei Darussalam,BRN,2042,LDV,27720.382824382454,stock_flow_gompertz
Brunei Darussalam,BRN,2043,LDV,21891.9884054946,stock_flow_gompertz
Brunei Darussalam,BRN,2044,LDV,20516.997900199374,stock_flow_gompertz
Brunei Darussalam,BRN,2045,LDV,19664.6529608657,stock_flow_gompertz
Brunei Darussalam,BRN,2046,LDV,18696.06688492652,stock_flow_gompertz
Brunei Darussalam,BRN,2047,LDV,15034.327086539706,stock_flow_gompertz
Brunei Darussalam,BRN,2048,LDV,15178.23076955008,stock_flow_gompertz
Brunei Darussalam,BRN,2049,LDV,16181.67308562866,stock_flow_gompertz
Brunei Darussalam,BRN,2050,LDV,17435.446716752078,stock_flow_gompertz
Brunei Darussalam,BRN,2051,LDV,19097.799989434017,stock_flow_gompertz
Brunei Darussalam,BRN,2052,LDV,20794.668669208942,stock_flow_gompertz
Brunei Darussalam,BRN,2053,LDV,21794.23229828762,stock_flow_gompertz
Brunei Darussalam,BRN,2054,LDV,22644.252852841517,stock_flow_gompertz
Brunei Darussalam,BRN,2055,LDV,23184.079447598662,stock_flow_gompertz
Brunei Darussalam,BRN,2056,LDV,23244.972144305764,stock_flow_gompertz
Brunei Darussalam,BRN,2057,LDV,22763.071918273286,stock_flow_gompertz
Brunei Darussalam,BRN,2058,LDV,22123.6917502248,stock_flow_gompertz
Brunei Darussalam,BRN,2059,LDV,21378.871590190043,stock_flow_gompertz
Brunei Darussalam,BRN,2060,LDV,20560.868903975817,stock_flow_gompertz
Brunei Darussalam,BRN,2006,Truck,175.6309876772684,observed
Brunei Darussalam,BRN,2007,Truck,180.8999173075865,observed
Brunei Darussalam,BRN,2008,Truck,186.3269148268141,observed
Brunei Darussalam,BRN,2009,Truck,191.9167222716185,observed
Brunei Darussalam,BRN,2010,Truck,197.67422393976705,observed
Brunei Darussalam,BRN,2011,Truck,203.6044506579601,observed
Brunei Darussalam,BRN,2012,Truck,209.7125841776989,observed
Brunei Darussalam,BRN,2013,Truck,216.00396170302983,observed
Brunei Darussalam,BRN,2014,Truck,222.4840805541208,observed
Brunei Darussalam,BRN,2015,Truck,229.1586029707444,observed
Brunei Darussalam,BRN,2016,Truck,236.0333610598667,observed
Brunei Darussalam,BRN,2017,Truck,243.11436189166272,observed
Brunei Darussalam,BRN,2018,Truck,250.40779274841265,observed
Brunei Darussalam,BRN,2019,Truck,257.920026530865,observed
Brunei Darussalam,BRN,2020,Truck,265.65762732679093,observed
Brunei Darussalam,BRN,2021,Truck,273.6273561465947,observed
Brunei Darussalam,BRN,2022,Truck,286.83617683099254,observed
Brunei Darussalam,BRN,2023,Truck,296.2912621359223,observed
Brunei Darussalam,BRN,2024,Truck,306.0,observed
Brunei Darussalam,BRN,2025,Truck,4508.621846168327,stock_flow_fe_ols
Brunei Darussalam,BRN,2026,Truck,341.671361209963,stock_flow_fe_ols
Brunei Darussalam,BRN,2027,Truck,361.0373672734802,stock_flow_fe_ols
Brunei Darussalam,BRN,2028,Truck,381.50104271591175,stock_flow_fe_ols
Brunei Darussalam,BRN,2029,Truck,403.1246036731743,stock_flow_fe_ols
Brunei Darussalam,BRN,2030,Truck,403.1246036731743,stock_flow_fe_ols
Brunei Darussalam,BRN,2031,Truck,403.1246036731743,stock_flow_fe_ols
